Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_t,char_o,char_a,char_n,char_i,char_r,char_s,char_h,char_l,char_d,char_c,char_u,char_f,char_m,char_p,char_g,char_y,char_b,char_w,char_ſ,char_v,char_ī,char_k,char_é,Language
James Tod,e,12.04,t,9.31,a,8.94,i,7.3,o,7.28,n,6.88,r,6.53,h,6.37,s,6.35,d,4.11,12.04,9.31,7.28,8.94,6.88,7.3,6.53,6.35,6.37,3.33,4.11,2.81,2.68,2.85,2.39,1.87,1.65,1.41,1.52,1.77,,,,,,English
James Wood,e,12.65,t,8.83,o,7.76,i,7.32,a,7.29,n,7.18,s,6.92,r,6.33,h,5.22,l,4.28,12.65,8.83,7.76,7.29,7.18,7.32,6.33,6.92,5.22,4.28,3.42,2.58,3.26,2.45,2.65,1.89,2.06,1.59,1.56,1.97,,,,,,English
Jane Austen,e,12.64,t,8.75,a,7.86,o,7.76,n,7.1,i,6.85,r,6.19,s,6.17,h,6.08,d,4.14,12.64,8.75,7.76,7.86,7.1,6.85,6.19,6.17,6.08,3.94,4.14,2.44,2.9,2.3,2.78,1.6,1.95,2.29,1.59,2.33,,,,,,English
Jane Margaret Strickland,e,13.16,t,8.95,a,7.42,o,7.36,i,7.1,h,6.71,n,6.53,s,6.31,r,6.3,d,4.58,13.16,8.95,7.36,7.42,6.53,7.1,6.3,6.31,6.71,3.8,4.58,2.77,3.09,2.56,2.41,1.97,1.79,1.52,1.42,1.92,,,,,,English
Jarvis Hall,e,11.98,t,9.33,o,8.21,a,7.93,n,6.67,i,6.58,h,6.45,s,5.84,r,5.43,d,4.67,11.98,9.33,8.21,7.93,6.67,6.58,5.43,5.84,6.45,4.26,4.67,2.54,2.94,1.95,2.45,1.7,2.31,2.34,1.45,2.48,,,,,,English
Jean Baptiste Fr__d__ric Ortoli,e,13.01,t,8.96,a,7.88,o,7.48,i,6.66,n,6.55,h,6.53,r,6.07,s,5.78,d,4.66,13.01,8.96,7.48,7.88,6.55,6.66,6.07,5.78,6.53,3.99,4.66,2.51,2.97,2.17,2.45,1.69,2.05,2.27,1.51,2.31,,,,,,English
Jean de la Fontaine,e,12.45,t,9.02,a,7.89,o,7.66,s,6.86,i,6.74,h,6.44,n,6.17,r,6.13,d,4.25,12.45,9.02,7.66,7.89,6.17,6.74,6.13,6.86,6.44,4.24,4.25,2.46,2.94,2.49,2.37,1.82,1.95,1.77,1.64,2.28,,,,,,English
Jean Jacques Rousseau,e,13.04,t,9.32,a,7.67,i,7.51,o,7.39,n,6.93,s,5.99,h,5.89,r,5.77,d,4.34,13.04,9.32,7.39,7.67,6.93,7.51,5.77,5.99,5.89,3.4,4.34,2.78,2.72,2.49,3.37,1.84,1.76,1.97,1.41,2.19,,,,,,English
Jean Le Rond d' Alembert,e,13.07,t,10.59,o,7.64,i,7.43,a,6.91,s,6.6,h,6.43,n,6.36,r,6.07,d,3.61,13.07,10.59,7.64,6.91,6.36,7.43,6.07,6.6,6.43,3.24,3.61,3.03,2.89,2.39,2.34,2.03,1.74,1.74,1.47,1.94,,,,,,English
Jean Webster,e,11.93,t,9.24,a,7.91,o,7.62,i,7.2,n,6.81,s,5.99,r,5.87,h,5.13,l,4.31,11.93,9.24,7.62,7.91,6.81,7.2,5.87,5.99,5.13,4.31,4.27,2.4,3.34,2.0,2.64,1.8,2.23,2.62,1.67,2.19,,,,,,English
Jean-Henri Fabre,e,13.04,t,10.12,o,7.51,a,7.36,s,6.93,i,6.93,n,6.4,h,6.04,r,6.02,l,4.5,13.04,10.12,7.51,7.36,6.4,6.93,6.02,6.93,6.04,4.5,3.54,2.61,3.05,2.31,2.33,1.87,1.86,1.69,1.45,2.01,,,,,,English
Jean-Jacques Rousseau,e,12.87,t,9.64,o,7.87,i,7.44,a,7.25,s,6.89,n,6.77,h,6.28,r,5.78,l,3.97,12.87,9.64,7.87,7.25,6.77,7.44,5.78,6.89,6.28,3.97,3.46,2.72,2.94,2.43,2.53,1.72,1.72,1.94,1.43,2.14,,,,,,English
Jean-Pierre Claris de Florian,e,12.55,t,9.0,o,8.05,a,7.71,n,6.99,i,6.94,r,6.88,s,5.79,h,5.54,d,4.26,12.55,9.0,8.05,7.71,6.99,6.94,6.88,5.79,5.54,3.55,4.26,3.0,2.74,2.41,2.49,2.27,2.15,1.84,1.5,1.87,,,,,,English
Jeffries Wyman,e,13.13,t,9.13,o,8.03,a,7.59,n,6.94,i,6.69,s,6.41,r,6.28,h,5.11,d,3.75,13.13,9.13,8.03,7.59,6.94,6.69,6.28,6.41,5.11,3.64,3.75,3.24,2.75,2.92,2.43,2.15,1.98,1.59,1.8,1.95,,,,,,English
Jens Jakob Asmussen Worsaae,e,12.14,t,9.09,n,8.37,a,8.23,o,7.3,i,7.01,s,6.68,r,6.44,h,5.78,d,4.29,12.14,9.09,7.3,8.23,8.37,7.01,6.44,6.68,5.78,4.12,4.29,2.97,2.27,2.37,2.23,1.52,1.94,1.52,1.47,1.8,,,,,,English
Jerome K. Jerome,e,12.16,t,9.68,a,8.2,o,7.85,n,7.01,i,6.61,h,6.15,s,5.73,r,5.61,d,4.79,12.16,9.68,7.85,8.2,7.01,6.61,5.61,5.73,6.15,3.81,4.79,2.13,3.13,2.05,2.26,1.75,2.54,1.92,1.55,2.71,,,,,,English
Jesse Lynch Williams,e,12.07,t,9.17,o,8.4,a,7.75,n,7.11,h,6.56,i,6.19,s,5.78,r,5.29,d,4.42,12.07,9.17,8.4,7.75,7.11,6.19,5.29,5.78,6.56,4.32,4.42,2.35,3.06,2.1,2.55,1.63,2.54,2.31,1.51,2.6,,,,,,English
Joel Chandler Harris,e,12.31,t,9.6,a,8.16,o,7.74,n,6.95,h,6.73,i,6.23,s,5.99,r,5.77,d,4.69,12.31,9.6,7.74,8.16,6.95,6.23,5.77,5.99,6.73,3.98,4.69,2.23,2.86,1.96,2.7,1.48,2.49,1.97,1.6,2.58,,,,,,English
Johann Wolfgang Goethe,e,12.66,t,8.65,o,8.32,i,6.93,a,6.87,r,6.74,n,6.59,s,6.33,h,4.89,l,4.14,12.66,8.65,8.32,6.87,6.59,6.93,6.74,6.33,4.89,4.14,3.72,2.87,3.21,2.35,2.69,2.15,2.42,2.26,1.57,2.12,,,,,,English
Johann Wolfgang Von Goethe,e,12.93,t,9.35,a,7.41,o,7.23,s,6.93,i,6.73,n,6.59,h,6.41,r,6.22,l,4.5,12.93,9.35,7.23,7.41,6.59,6.73,6.22,6.93,6.41,4.5,3.66,2.29,2.94,2.17,2.66,1.94,2.21,2.01,1.37,2.26,,,,,,English
"Johann, Wolfgang von Goethe",e,13.36,t,9.25,a,7.65,i,7.53,o,7.42,n,6.58,s,6.52,r,6.35,h,5.25,l,4.19,13.36,9.25,7.42,7.65,6.58,7.53,6.35,6.52,5.25,4.19,3.5,3.7,2.73,2.26,2.3,2.35,1.75,1.59,1.66,1.72,,,,,,English
Johanna Spyri,e,12.74,t,9.05,a,7.91,o,7.53,h,7.34,i,6.68,n,6.47,r,5.92,s,5.63,d,5.13,12.74,9.05,7.53,7.91,6.47,6.68,5.92,5.63,7.34,4.34,5.13,2.09,2.7,1.83,2.4,1.61,2.42,2.11,1.38,2.59,,,,,,English
John A Martin,e,12.48,t,9.38,a,8.31,o,7.59,n,7.47,i,6.9,s,6.6,r,6.44,h,5.31,d,4.18,12.48,9.38,7.59,8.31,7.47,6.9,6.44,6.6,5.31,3.96,4.18,2.73,2.73,2.59,2.27,1.94,1.86,1.86,1.34,1.74,,,,,,English
John Alan Lyde Caunter,e,12.36,t,9.48,a,8.08,o,7.91,n,6.67,i,6.35,r,6.34,s,5.86,h,5.56,d,4.42,12.36,9.48,7.91,8.08,6.67,6.35,6.34,5.86,5.56,3.73,4.42,2.84,2.89,2.63,2.41,1.8,2.34,1.87,1.53,2.72,,,,,,English
John Aldini,e,13.22,t,9.97,a,7.67,i,7.66,o,7.41,n,6.83,r,5.98,s,5.8,h,5.33,c,3.81,13.22,9.97,7.41,7.67,6.83,7.66,5.98,5.8,5.33,3.65,3.63,3.81,2.43,2.56,2.95,2.35,1.57,1.51,1.65,1.6,,,,,,English
John Alexander Martin,e,12.14,t,9.49,a,8.2,o,7.88,n,7.43,r,6.83,i,6.82,s,6.28,h,4.77,d,3.89,12.14,9.49,7.88,8.2,7.43,6.82,6.83,6.28,4.77,3.68,3.89,3.07,2.95,2.55,1.99,2.37,2.16,1.78,1.29,1.82,,,,,,English
John Ashton,e,12.78,t,9.33,a,7.89,o,7.65,n,6.99,i,6.68,r,6.48,s,6.47,h,5.59,d,3.93,12.78,9.33,7.65,7.89,6.99,6.68,6.48,6.47,5.59,3.76,3.93,2.96,2.71,2.55,2.56,2.08,1.92,1.76,1.68,1.97,,,,,,English
John B. Remsburg,e,12.0,t,9.14,i,8.2,n,7.74,a,7.61,o,7.48,s,6.47,r,5.95,h,5.8,l,4.41,12.0,9.14,7.48,7.61,7.74,8.2,5.95,6.47,5.8,4.41,4.14,3.12,2.26,2.47,2.53,1.74,1.67,1.65,1.44,1.99,,,,,,English
John Bloundelle-Burton,e,12.56,t,8.87,a,8.25,o,8.07,n,6.81,h,6.8,i,6.38,s,6.26,r,5.71,d,4.48,12.56,8.87,8.07,8.25,6.81,6.38,5.71,6.26,6.8,3.77,4.48,2.19,2.82,2.21,2.69,1.54,2.19,1.94,1.5,2.78,,,,,,English
John Buchan,e,12.07,t,9.28,a,8.33,o,7.82,n,6.86,i,6.85,h,5.92,s,5.52,r,5.47,d,4.86,12.07,9.28,7.82,8.33,6.86,6.85,5.47,5.52,5.92,4.01,4.86,2.5,2.82,2.31,2.75,1.74,2.21,2.09,1.7,2.51,,,,,,English
John Bunyan,e,12.28,t,10.23,a,7.97,h,7.95,o,7.71,i,6.77,n,6.3,s,5.98,r,5.36,d,4.25,12.28,10.23,7.71,7.97,6.3,6.77,5.36,5.98,7.95,3.74,4.25,2.07,2.65,2.24,2.71,1.39,2.02,2.23,1.56,2.66,,,,,,English
John Camden Hotten,e,11.66,a,8.38,o,8.3,t,8.28,n,7.15,s,6.79,i,6.77,r,6.64,h,4.75,l,4.21,11.66,8.28,8.3,8.38,7.15,6.77,6.64,6.79,4.75,4.21,3.59,3.19,2.69,2.36,2.55,2.32,2.38,1.84,1.77,1.77,,,,,,English
John Cleland,e,12.41,t,9.37,o,7.75,a,7.37,i,7.2,n,7.05,s,6.45,h,6.17,r,5.72,d,4.24,12.41,9.37,7.75,7.37,7.05,7.2,5.72,6.45,6.17,3.65,4.24,2.62,2.83,2.64,2.9,1.9,2.07,1.97,1.35,2.27,,,,,,English
John Codman,e,12.59,t,9.31,o,8.1,r,7.3,i,7.08,n,6.81,a,6.78,s,5.83,h,4.89,d,4.09,12.59,9.31,8.1,6.78,6.81,7.08,7.3,5.83,4.89,3.52,4.09,3.33,3.09,2.8,2.31,2.28,2.19,1.95,1.63,1.86,,,,,,English
John Collins,e,12.91,t,8.71,o,7.99,a,7.38,n,7.1,r,6.93,i,6.49,s,6.07,h,5.05,d,4.47,12.91,8.71,7.99,7.38,7.1,6.49,6.93,6.07,5.05,4.11,4.47,2.79,2.8,2.32,2.26,2.06,2.43,1.82,1.58,2.45,,,,,,English
John Dean Paul,e,11.57,t,9.88,o,8.71,r,7.55,i,7.36,n,6.75,a,6.69,s,5.09,c,3.77,h,3.57,11.57,9.88,8.71,6.69,6.75,7.36,7.55,5.09,3.57,3.5,3.39,3.77,3.41,2.52,2.28,2.83,2.65,2.08,1.8,1.91,,,,,,English
John Dewey,e,12.26,t,9.97,i,8.73,n,7.8,o,7.69,a,7.51,s,6.7,r,5.46,h,4.73,c,3.94,12.26,9.97,7.69,7.51,7.8,8.73,5.46,6.7,4.73,3.67,3.47,3.94,2.85,2.56,2.3,2.13,1.84,1.52,1.25,1.42,,,,,,English
John Drinkwater,e,11.43,t,9.01,o,8.35,n,7.68,a,7.41,i,7.41,s,6.59,r,5.84,h,5.03,l,4.59,11.43,9.01,8.35,7.41,7.68,7.41,5.84,6.59,5.03,4.59,3.44,2.91,3.1,1.9,2.91,1.7,2.24,2.32,1.58,2.23,,,,,,English
John Evelyn,e,12.01,t,9.33,a,8.01,o,7.47,n,7.07,i,7.06,s,6.68,r,6.43,h,4.96,l,4.43,12.01,9.33,7.47,8.01,7.07,7.06,6.43,6.68,4.96,4.43,4.03,3.09,3.17,2.27,2.46,2.25,1.97,1.57,1.68,1.66,,,,,,English
John F. Hume,e,12.57,t,9.6,a,8.07,o,7.76,n,7.23,i,7.22,s,6.3,r,6.03,h,5.59,l,4.04,12.57,9.6,7.76,8.07,7.23,7.22,6.03,6.3,5.59,4.04,3.95,2.9,2.5,2.27,2.42,2.01,1.79,1.77,1.56,2.18,,,,,,English
John Filson,e,12.63,t,9.49,o,7.85,n,7.33,a,7.14,i,7.06,r,6.65,s,5.51,h,4.75,d,4.4,12.63,9.49,7.85,7.14,7.33,7.06,6.65,5.51,4.75,3.29,4.4,3.01,3.17,2.77,2.63,2.08,2.05,2.11,1.55,2.12,,,,,,English
John Fothergill,e,12.63,t,9.78,a,7.73,i,7.54,o,7.5,s,7.1,n,6.57,r,6.19,h,4.97,d,3.65,12.63,9.78,7.5,7.73,6.57,7.54,6.19,7.1,4.97,3.21,3.65,3.44,3.15,2.57,2.76,2.4,1.87,1.57,1.52,1.5,,,,,,English
John Foxe,e,13.01,t,9.35,o,7.57,a,7.54,i,6.96,n,6.93,h,6.48,r,6.4,s,6.28,d,4.49,13.01,9.35,7.57,7.54,6.93,6.96,6.4,6.28,6.48,3.29,4.49,2.86,2.68,2.53,2.54,2.02,1.8,1.65,1.53,2.05,,,,,,English
"John French, Viscount of Ypres",e,12.54,t,9.43,a,7.82,o,7.34,n,7.31,i,6.96,r,6.88,s,6.07,h,5.43,d,4.08,12.54,9.43,7.34,7.82,7.31,6.96,6.88,6.07,5.43,3.71,4.08,3.16,2.46,2.8,2.55,1.83,2.03,1.76,1.65,1.72,,,,,,English
John G. Nicolay and John Hay,e,12.61,t,9.46,a,7.84,o,7.79,n,7.43,i,7.3,s,6.39,r,6.2,h,5.53,d,4.01,12.61,9.46,7.79,7.84,7.43,7.3,6.2,6.39,5.53,3.95,4.01,2.99,2.54,2.59,2.37,1.92,1.8,1.7,1.4,2.0,,,,,,English
John Galsworthy,e,12.42,t,9.0,o,7.97,a,7.71,n,6.88,h,6.82,i,6.76,s,6.46,r,5.55,d,4.41,12.42,9.0,7.97,7.71,6.88,6.76,5.55,6.46,6.82,4.06,4.41,2.32,2.88,2.31,2.41,1.56,2.17,2.04,1.4,2.44,,,,,,English
John Gay,e,11.73,t,8.82,o,7.98,a,7.98,i,6.9,n,6.2,r,6.17,s,6.04,h,5.73,l,4.3,11.73,8.82,7.98,7.98,6.2,6.9,6.17,6.04,5.73,4.3,3.4,2.9,3.47,2.28,3.13,2.05,1.9,2.64,1.54,2.22,,,,,,English
John George Nicolay and John Hay,e,12.54,t,9.98,o,8.03,n,7.65,a,7.64,i,7.41,s,6.42,r,6.09,h,5.03,d,3.98,12.54,9.98,8.03,7.64,7.65,7.41,6.09,6.42,5.03,3.85,3.98,3.31,2.69,2.44,2.27,2.13,1.69,1.63,1.42,1.63,,,,,,English
John Henry Parker,e,12.66,t,9.48,a,7.82,o,7.41,r,6.93,i,6.83,n,6.75,s,6.25,h,5.77,l,4.54,12.66,9.48,7.41,7.82,6.75,6.83,6.93,6.25,5.77,4.54,3.76,3.47,2.66,2.64,2.18,1.77,1.69,1.86,1.6,1.89,,,,,,English
John Josselyn,e,12.38,t,9.29,a,7.91,o,7.62,n,7.2,i,6.64,r,6.55,s,6.3,h,6.21,l,3.86,12.38,9.29,7.62,7.91,7.2,6.64,6.55,6.3,6.21,3.86,3.79,2.64,2.66,2.43,2.43,1.86,2.13,1.74,1.71,2.24,,,,,,English
John Keats,e,12.63,t,8.55,o,7.61,a,7.5,s,6.87,n,6.73,i,6.72,r,6.27,h,6.11,l,4.6,12.63,8.55,7.61,7.5,6.73,6.72,6.27,6.87,6.11,4.6,4.26,2.41,2.82,2.45,2.41,2.1,2.15,1.8,1.53,2.22,,,,,,English
John Law,e,12.81,t,9.26,o,8.66,a,8.14,n,7.36,i,6.06,r,6.05,s,5.72,h,5.11,d,4.09,12.81,9.26,8.66,8.14,7.36,6.06,6.05,5.72,5.11,4.06,4.09,2.8,2.84,2.31,2.42,2.24,1.87,2.11,2.06,1.72,,,,,,English
John Leyland,e,13.12,t,9.37,a,8.26,n,7.29,i,7.08,o,6.93,r,6.69,s,6.31,h,5.49,d,3.89,13.12,9.37,6.93,8.26,7.29,7.08,6.69,6.31,5.49,3.48,3.89,2.95,2.43,2.55,2.44,1.97,2.02,1.69,1.72,1.93,,,,,,English
John Locke,e,12.74,t,9.93,o,8.03,i,7.63,n,7.62,a,7.59,s,6.71,h,5.9,r,5.6,d,3.59,12.74,9.93,8.03,7.59,7.62,7.63,5.6,6.71,5.9,3.26,3.59,2.78,2.66,2.45,2.48,1.9,1.64,1.74,1.66,1.95,,,,,,English
John Malcolm Rymer,e,12.16,t,8.69,a,8.32,o,7.84,i,6.73,n,6.7,h,6.5,s,6.11,r,5.95,d,4.43,12.16,8.69,7.84,8.32,6.7,6.73,5.95,6.11,6.5,4.01,4.43,2.55,3.06,2.26,2.85,1.63,1.98,2.27,1.49,2.33,,,,,,English
John Mandeville,e,12.37,t,10.68,a,9.14,h,7.66,o,7.36,n,7.13,i,5.81,s,5.79,r,5.75,d,4.43,12.37,10.68,7.36,9.14,7.13,5.81,5.75,5.79,7.66,4.0,4.43,2.01,2.17,2.67,2.67,1.43,1.68,1.93,1.57,1.82,,,,,,English
John Milton,e,11.97,t,9.07,o,7.69,a,7.31,n,6.95,h,6.82,i,6.78,s,6.64,r,6.52,d,4.64,11.97,9.07,7.69,7.31,6.95,6.78,6.52,6.64,6.82,4.22,4.64,2.2,3.06,2.44,2.47,1.76,2.17,1.27,1.51,2.4,,,,,,English
John Niles Hubbard,e,13.23,t,9.52,a,7.76,n,7.43,o,7.42,i,7.29,r,6.31,h,6.06,s,6.04,d,4.36,13.23,9.52,7.42,7.76,7.43,7.29,6.31,6.04,6.06,3.23,4.36,2.86,2.52,2.54,2.28,1.83,1.95,1.66,1.37,2.14,,,,,,English
John Oxenham,e,12.4,t,9.24,a,8.06,o,7.61,n,6.94,i,6.58,h,6.16,s,6.04,r,5.81,d,4.5,12.4,9.24,7.61,8.06,6.94,6.58,5.81,6.04,6.16,4.4,4.5,2.17,2.9,2.19,2.53,1.48,2.25,2.33,1.53,2.48,,,,,,English
John Patterson,e,12.82,t,9.05,a,7.94,o,7.69,n,7.07,r,6.66,i,6.53,s,5.75,h,5.74,d,4.25,12.82,9.05,7.69,7.94,7.07,6.53,6.66,5.75,5.74,3.91,4.25,2.84,2.83,2.69,2.47,1.92,2.2,1.62,1.54,2.29,,,,,,English
John R. Clark Hall,e,10.73,n,7.66,r,7.06,a,6.79,o,6.45,t,6.13,i,5.8,l,5.5,s,5.44,d,4.01,10.73,6.13,6.45,6.79,7.66,5.8,7.06,5.44,2.9,5.5,4.01,3.92,2.71,3.21,2.86,2.64,3.25,1.52,2.04,2.66,,,,,,English
John R. Lynch,e,12.84,t,10.57,a,8.19,o,7.89,n,7.49,i,7.01,s,5.88,r,5.64,h,5.44,d,3.93,12.84,10.57,7.89,8.19,7.49,7.01,5.64,5.88,5.44,3.54,3.93,3.46,2.67,2.54,2.33,2.09,1.38,1.55,1.69,1.86,,,,,,English
John Ruskin,e,12.29,t,10.1,o,8.02,a,7.5,i,7.35,n,7.06,r,6.21,s,6.14,h,5.6,l,3.89,12.29,10.1,8.02,7.5,7.06,7.35,6.21,6.14,5.6,3.89,3.49,3.01,3.13,2.61,2.18,1.96,1.87,1.99,1.63,1.91,,,,,,English
John Russell Russell,e,12.93,t,9.2,a,7.63,o,7.6,i,7.45,n,6.89,h,6.24,s,6.21,r,5.81,d,4.03,12.93,9.2,7.6,7.63,6.89,7.45,5.81,6.21,6.24,3.51,4.03,2.74,2.97,2.39,2.64,1.87,1.82,2.03,1.63,2.14,,,,,,English
John St. Loe Strachey,e,12.21,t,9.51,a,8.14,o,7.85,i,7.17,n,6.83,s,6.12,h,6.01,r,5.95,l,4.06,12.21,9.51,7.85,8.14,6.83,7.17,5.95,6.12,6.01,4.06,3.97,2.6,2.71,2.38,2.68,1.84,1.89,2.07,1.44,2.34,,,,,,English
John Stuart Mill,e,12.43,t,9.66,o,8.1,i,7.68,a,7.5,n,7.32,s,6.3,r,6.05,h,5.09,l,3.93,12.43,9.66,8.1,7.5,7.32,7.68,6.05,6.3,5.09,3.93,3.45,3.48,2.84,2.72,2.46,2.3,1.65,1.73,1.57,1.65,,,,,,English
John T. Morse,e,12.46,t,9.58,a,7.81,o,7.71,n,7.59,i,7.31,s,6.47,r,5.92,h,5.35,l,4.16,12.46,9.58,7.71,7.81,7.59,7.31,5.92,6.47,5.35,4.16,3.96,3.26,2.65,2.34,2.43,2.01,1.77,1.72,1.5,1.91,,,,,,English
John U. Wolff,a,11.79,n,8.17,e,7.83,t,7.26,i,6.87,s,6.06,o,5.51,u,4.93,r,4.53,g,4.5,7.83,7.26,5.51,11.79,8.17,6.87,4.53,6.06,4.0,4.04,3.07,2.14,4.93,,2.7,2.35,4.5,2.3,2.44,1.75,,,,2.29,,English
John Webster,e,11.73,o,8.89,t,8.79,a,7.68,i,6.89,n,6.52,s,6.42,r,6.28,h,5.53,l,4.52,11.73,8.79,8.89,7.68,6.52,6.89,6.28,6.42,5.53,4.52,4.05,2.72,3.42,2.34,2.62,1.59,1.66,2.4,1.51,2.07,,,,,,English
John William Polidori,e,12.83,t,9.16,o,7.61,a,7.37,i,7.08,n,6.84,r,6.45,h,6.41,s,6.05,d,4.18,12.83,9.16,7.61,7.37,6.84,7.08,6.45,6.05,6.41,3.43,4.18,2.81,2.93,2.47,2.59,2.05,2.12,1.81,1.6,2.04,,,,,,English
Jonathan Swift,e,12.59,t,9.28,o,7.8,a,7.61,i,6.92,n,6.84,r,6.27,s,6.2,h,5.83,d,4.17,12.59,9.28,7.8,7.61,6.84,6.92,6.27,6.2,5.83,3.84,4.17,2.73,2.9,2.47,2.67,1.99,1.96,1.86,1.6,2.21,,,,,,English
Jose Rizal,e,12.56,t,9.18,a,8.19,o,7.65,i,7.19,n,6.81,s,6.27,h,6.19,r,5.97,d,4.26,12.56,9.18,7.65,8.19,6.81,7.19,5.97,6.27,6.19,3.82,4.26,2.68,2.78,2.25,2.43,1.94,2.04,1.81,1.45,2.15,,,,,,English
Joseph Addison and Richard Steele,e,12.38,t,9.36,a,7.93,o,7.89,i,7.22,n,7.05,s,6.66,h,6.16,r,6.04,d,3.66,12.38,9.36,7.89,7.93,7.05,7.22,6.04,6.66,6.16,3.64,3.66,2.6,2.94,2.58,2.7,1.92,1.72,1.82,1.46,2.04,,,,,,English
Joseph Conrad,e,12.42,t,9.16,a,7.82,o,7.78,i,7.14,n,6.72,s,6.3,h,6.28,r,5.54,d,4.36,12.42,9.16,7.78,7.82,6.72,7.14,5.54,6.3,6.28,4.04,4.36,2.52,2.82,2.49,2.64,1.79,2.09,1.89,1.5,2.27,,,,,,English
Joseph Donaldson,e,13.2,t,9.1,o,7.6,a,7.57,n,7.12,i,6.89,h,6.35,r,6.1,s,5.64,d,4.53,13.2,9.1,7.6,7.57,7.12,6.89,6.1,5.64,6.35,3.47,4.53,2.58,2.84,2.45,2.64,1.67,2.13,1.83,1.49,2.62,,,,,,English
Joseph H. Alexander,e,12.36,t,9.04,a,8.76,o,7.41,n,7.27,i,6.76,r,6.73,s,6.13,h,4.82,d,4.34,12.36,9.04,7.41,8.76,7.27,6.76,6.73,6.13,4.82,4.21,4.34,3.05,2.54,2.32,2.76,2.12,2.03,1.38,1.71,1.73,,,,,,English
Joseph Payne Brennan,e,13.11,t,9.08,a,8.04,o,6.98,n,6.74,i,6.7,h,6.2,s,6.09,r,5.93,d,4.83,13.11,9.08,6.98,8.04,6.74,6.7,5.93,6.09,6.2,4.18,4.83,2.76,2.81,2.19,2.34,1.84,2.26,1.73,1.58,2.37,,,,,,English
"Joseph Planta, Esq. F. R. S",e,12.39,t,9.92,o,7.96,a,7.82,i,7.38,n,7.23,r,6.61,s,5.7,h,4.78,l,3.64,12.39,9.92,7.96,7.82,7.23,7.38,6.61,5.7,4.78,3.64,3.4,3.4,3.16,2.62,2.48,2.19,2.1,1.58,1.61,1.39,,,,,,English
Joseph Sheridan Le Fanu,e,12.6,t,8.66,a,8.27,o,7.34,i,7.06,n,6.8,r,6.22,s,6.05,h,5.7,d,4.6,12.6,8.66,7.34,8.27,6.8,7.06,6.22,6.05,5.7,4.12,4.6,2.73,2.95,2.05,2.8,1.76,2.08,2.25,1.33,2.33,,,,,,English
Joshua Coffin,e,12.9,t,9.64,o,7.98,a,7.41,n,7.32,i,6.91,r,6.48,s,6.09,h,5.45,d,3.8,12.9,9.64,7.98,7.41,7.32,6.91,6.48,6.09,5.45,3.59,3.8,3.2,2.72,2.44,2.36,2.08,1.89,1.81,1.66,1.89,,,,,,English
José  Rizal,e,12.52,t,9.14,a,8.31,o,7.7,i,7.0,n,6.76,s,6.36,h,6.33,r,6.03,d,4.25,12.52,9.14,7.7,8.31,6.76,7.0,6.03,6.36,6.33,3.9,4.25,2.63,2.74,2.27,2.42,1.87,2.0,1.86,1.43,2.22,,,,,,English
José Raúl Capablanca,e,11.29,t,10.08,a,7.51,i,7.3,o,7.16,n,6.66,s,5.69,h,5.42,r,5.26,l,3.81,11.29,10.08,7.16,7.51,6.66,7.3,5.26,5.69,5.42,3.81,2.94,3.07,2.15,1.96,2.01,3.27,1.98,,2.82,2.38,,,,3.13,,English
Jules Verne,e,12.77,t,9.56,a,8.02,o,7.4,n,6.91,i,6.84,s,6.4,r,6.01,h,5.99,d,4.21,12.77,9.56,7.4,8.02,6.91,6.84,6.01,6.4,5.99,3.93,4.21,2.81,2.87,2.34,2.29,1.96,1.94,1.68,1.54,2.3,,,,,,English
Julia Magruder,e,12.49,t,9.13,a,8.17,o,7.67,n,7.08,i,6.96,s,6.48,r,6.07,h,5.93,d,4.24,12.49,9.13,7.67,8.17,7.08,6.96,6.07,6.48,5.93,3.84,4.24,2.39,3.02,2.07,2.73,1.61,2.27,2.07,1.35,2.17,,,,,,English
Julian,e,11.81,t,9.27,o,7.56,i,7.55,a,7.35,h,7.22,n,7.03,s,6.93,r,5.49,l,4.8,11.81,9.27,7.56,7.35,7.03,7.55,5.49,6.93,7.22,4.8,4.33,1.84,2.81,2.6,2.18,1.19,2.31,1.7,1.44,2.32,,,,,,English
Julian Street,e,12.24,t,9.56,a,8.14,o,7.72,i,7.37,n,6.97,s,6.42,r,5.89,h,5.75,l,3.99,12.24,9.56,7.72,8.14,6.97,7.37,5.89,6.42,5.75,3.99,3.78,2.76,2.72,2.27,2.59,1.76,2.03,1.83,1.58,2.22,,,,,,English
K. U. Rafy,e,12.96,t,9.42,a,7.89,o,7.58,h,7.19,n,6.79,i,6.46,s,5.9,r,5.8,d,4.7,12.96,9.42,7.58,7.89,6.79,6.46,5.8,5.9,7.19,3.66,4.7,2.28,2.69,2.41,2.57,1.57,2.27,1.68,1.59,2.25,,,,,,English
Kahlil Gibran,e,12.03,t,9.12,o,8.45,a,7.47,n,7.15,i,6.49,s,6.34,r,6.16,h,6.01,d,4.12,12.03,9.12,8.45,7.47,7.15,6.49,6.16,6.34,6.01,3.82,4.12,2.04,3.85,2.42,2.01,1.64,2.16,2.79,1.41,2.28,,,,,,English
