Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_t,char_o,char_a,char_n,char_i,char_r,char_s,char_h,char_l,char_d,char_c,char_u,char_f,char_m,char_p,char_g,char_y,char_b,char_w,char_ſ,char_v,char_ī,char_k,char_é,Language
Francis Grose,e,11.64,o,8.45,a,8.44,t,8.2,n,6.63,r,6.57,s,6.47,i,6.43,h,5.07,l,4.4,11.64,8.2,8.45,8.44,6.63,6.43,6.57,6.47,5.07,4.4,3.62,3.17,2.77,2.43,2.52,2.3,2.44,1.8,2.06,1.96,,,,,,English
Francis Russell,e,12.73,t,9.7,a,8.26,o,7.63,n,7.02,i,6.62,h,6.14,r,6.02,s,5.89,d,4.48,12.73,9.7,7.63,8.26,7.02,6.62,6.02,5.89,6.14,3.74,4.48,2.95,2.59,2.25,2.57,1.6,1.86,1.66,1.54,2.17,,,,,,English
Francis W. Hirst,e,12.23,t,9.48,o,7.87,a,7.72,i,7.3,n,6.87,s,6.52,r,6.18,h,5.7,d,3.93,12.23,9.48,7.87,7.72,6.87,7.3,6.18,6.52,5.7,3.79,3.93,3.08,2.92,2.57,2.69,2.12,1.68,1.79,1.53,1.86,,,,,,English
Francois Duc De La Rochefoucauld,e,12.98,t,9.45,o,7.89,i,7.62,a,7.29,s,7.02,n,6.69,r,6.03,h,5.34,l,3.82,12.98,9.45,7.89,7.29,6.69,7.62,6.03,7.02,5.34,3.82,3.5,2.78,2.93,2.65,2.58,1.79,1.63,1.66,,2.1,,1.4,,,,English
Francois Rabelais,e,12.17,t,9.27,a,8.06,o,7.62,i,6.8,n,6.65,h,6.47,s,6.28,r,6.06,d,4.22,12.17,9.27,7.62,8.06,6.65,6.8,6.06,6.28,6.47,4.08,4.22,2.53,3.08,2.44,2.37,1.87,2.05,1.9,1.59,2.15,,,,,,English
Frank A. Martin,e,12.51,t,9.25,a,8.39,o,7.66,n,7.16,i,6.69,r,6.32,h,6.3,s,6.2,d,4.25,12.51,9.25,7.66,8.39,7.16,6.69,6.32,6.2,6.3,3.66,4.25,2.51,2.66,2.59,2.52,1.76,2.12,1.61,1.48,2.13,,,,,,English
Frank Barrett,e,12.21,t,9.33,o,7.86,a,7.86,i,6.64,n,6.61,h,6.5,s,6.23,r,5.82,d,4.5,12.21,9.33,7.86,7.86,6.61,6.64,5.82,6.23,6.5,3.62,4.5,2.22,2.98,2.36,2.47,1.6,2.28,2.38,1.66,2.7,,,,,,English
Frank Crane,e,11.9,t,9.45,o,8.5,i,7.65,a,7.17,n,7.09,r,6.3,s,5.47,h,4.45,l,3.88,11.9,9.45,8.5,7.17,7.09,7.65,6.3,5.47,4.45,3.88,3.64,3.1,3.21,2.47,2.54,2.33,2.2,2.31,1.64,2.23,,,,,,English
Frank Frankfort Moore,e,12.49,t,9.63,o,8.09,a,8.0,h,6.92,i,6.86,n,6.64,s,6.11,r,5.61,d,3.88,12.49,9.63,8.09,8.0,6.64,6.86,5.61,6.11,6.92,3.67,3.88,2.5,2.87,2.38,2.58,1.74,2.0,2.08,1.4,2.35,,,,,,English
Frank Richard Stockton,e,12.37,t,9.75,a,8.76,o,7.65,h,7.29,n,6.8,i,6.32,s,5.7,r,5.32,d,4.77,12.37,9.75,7.65,8.76,6.8,6.32,5.32,5.7,7.29,3.61,4.77,2.48,2.68,2.26,2.28,1.8,1.93,1.7,1.68,2.54,,,,,,English
Frank Riley,e,12.63,t,9.69,a,7.7,o,7.62,i,6.69,n,6.46,r,6.38,h,5.97,s,5.79,l,4.35,12.63,9.69,7.62,7.7,6.46,6.69,6.38,5.79,5.97,4.35,4.26,2.51,2.89,2.23,2.43,2.03,2.19,1.9,1.54,2.51,,,,,,English
Frank Thomas Bullen,e,12.39,t,9.42,a,8.23,o,7.61,i,7.22,n,7.07,s,6.46,r,5.93,h,5.48,l,4.29,12.39,9.42,7.61,8.23,7.07,7.22,5.93,6.46,5.48,4.29,3.53,2.74,2.9,2.49,2.3,2.01,1.99,1.99,1.66,2.06,,,,,,English
Franz Kafka,e,12.51,t,9.96,o,7.97,a,7.67,h,6.77,i,6.77,n,6.61,s,6.06,r,5.31,d,4.35,12.51,9.96,7.97,7.67,6.61,6.77,5.31,6.06,6.77,3.96,4.35,2.28,2.94,2.03,2.39,1.59,2.09,2.06,1.57,2.5,,,,,,English
Fred T. Hodgson,e,12.91,t,10.02,a,7.44,o,7.42,i,7.05,n,6.76,s,6.21,r,6.2,h,5.83,l,3.93,12.91,10.02,7.42,7.44,6.76,7.05,6.2,6.21,5.83,3.93,3.52,3.01,3.06,3.3,1.89,1.88,2.33,1.25,1.74,1.75,,,,,,English
Fred W. Ward,e,11.73,t,8.75,a,7.95,o,7.45,n,7.11,r,6.86,i,6.51,s,5.54,h,4.77,d,4.49,11.73,8.75,7.45,7.95,7.11,6.51,6.86,5.54,4.77,4.35,4.49,3.24,2.38,2.34,2.66,2.42,2.45,1.67,1.88,2.53,,,,,,English
Frederic Kidder,e,12.24,t,9.29,a,7.99,o,7.55,n,7.43,i,7.27,r,6.75,s,5.99,h,4.83,d,3.6,12.24,9.29,7.55,7.99,7.43,7.27,6.75,5.99,4.83,3.4,3.6,3.06,2.77,2.32,2.34,2.09,2.48,1.77,1.85,2.16,,,,,,English
Frederic S. Cozzens,e,12.52,t,9.29,a,8.21,o,7.63,n,7.0,i,6.79,s,6.3,r,6.26,h,5.88,d,4.05,12.52,9.29,7.63,8.21,7.0,6.79,6.26,6.3,5.88,4.01,4.05,2.82,2.68,2.59,2.12,2.05,1.96,1.7,1.65,2.2,,,,,,English
Frederick Boyle,e,12.29,t,9.13,a,7.84,o,7.53,i,7.07,s,6.89,n,6.7,r,6.37,h,5.28,l,4.3,12.29,9.13,7.53,7.84,6.7,7.07,6.37,6.89,5.28,4.3,3.73,3.19,3.05,2.31,2.56,2.06,1.88,1.84,1.75,1.95,,,,,,English
Frederick Douglass,e,12.7,t,9.16,a,7.93,o,7.65,n,6.93,i,6.88,s,6.34,r,6.0,h,5.82,d,4.24,12.7,9.16,7.65,7.93,6.93,6.88,6.0,6.34,5.82,4.04,4.24,2.59,2.56,2.48,2.88,1.76,1.96,2.03,1.5,2.21,,,,,,English
Frederick Franklin Schrader,e,12.67,t,9.01,a,8.16,n,7.96,o,7.31,i,7.23,r,6.87,s,6.22,h,5.09,d,3.81,12.67,9.01,7.31,8.16,7.96,7.23,6.87,6.22,5.09,3.73,3.81,3.1,2.49,2.58,2.64,2.0,2.17,1.58,1.46,1.81,,,,,,English
Frederick Jackson Turner,e,12.72,t,9.96,n,7.84,o,7.82,i,7.78,a,7.68,s,6.62,r,6.2,h,5.17,l,3.87,12.72,9.96,7.82,7.68,7.84,7.78,6.2,6.62,5.17,3.87,3.71,3.18,2.23,2.7,2.32,2.12,1.68,1.46,1.11,1.79,,,,,,English
Frederick Swainson,e,11.38,t,9.24,o,8.35,a,7.8,n,6.79,i,6.72,h,6.1,s,6.06,r,5.66,l,4.45,11.38,9.24,8.35,7.8,6.79,6.72,5.66,6.06,6.1,4.45,4.25,2.73,3.23,2.37,2.27,1.66,2.28,2.14,1.57,2.42,,,,,,English
Frederick W. Hamilton,e,11.45,t,8.69,o,7.97,i,7.85,a,7.38,r,7.25,n,7.2,s,6.71,l,3.81,h,3.71,11.45,8.69,7.97,7.38,7.2,7.85,7.25,6.71,3.71,3.81,3.38,3.53,2.9,2.44,2.57,2.97,2.3,1.68,1.9,1.41,,,,,,English
Frederick William Headland,e,12.26,t,9.76,i,8.44,a,8.01,o,7.61,n,7.03,s,6.97,r,5.68,h,4.98,c,4.07,12.26,9.76,7.61,8.01,7.03,8.44,5.68,6.97,4.98,3.63,3.76,4.07,2.82,2.44,2.53,2.04,1.3,1.75,1.8,1.21,,,,,,English
Fredrick S. Burch,e,12.13,t,10.01,o,7.99,r,7.25,a,7.25,i,6.84,n,6.58,s,5.43,h,4.45,l,4.08,12.13,10.01,7.99,7.25,6.58,6.84,7.25,5.43,4.45,4.08,3.3,3.36,3.54,2.2,2.61,2.24,2.2,1.9,1.96,1.97,,,,,,English
Friedrich Nietzsche,e,12.56,t,9.6,o,7.66,i,7.66,a,7.61,n,7.11,s,6.98,h,5.84,r,5.74,l,4.16,12.56,9.6,7.66,7.61,7.11,7.66,5.74,6.98,5.84,4.16,3.54,2.88,2.79,2.47,2.4,1.94,1.88,1.77,1.29,1.88,,,,,,English
Friedrich Wilhelm Nietzsche,e,12.43,t,9.58,i,7.74,o,7.71,a,7.62,n,7.12,s,6.99,h,5.76,r,5.71,l,4.03,12.43,9.58,7.71,7.62,7.12,7.74,5.71,6.99,5.76,4.03,3.43,2.96,2.77,2.55,2.48,1.91,1.87,1.86,1.33,1.91,,,,,,English
Fritz Leiber,e,12.16,t,9.28,a,7.87,o,7.54,i,7.01,n,6.99,s,6.11,r,6.0,h,5.51,d,4.24,12.16,9.28,7.54,7.87,6.99,7.01,6.0,6.11,5.51,4.13,4.24,2.86,2.87,2.2,2.58,1.88,2.41,2.01,1.54,2.23,,,,,,English
Fyodor Dostoevsky,e,11.86,t,9.22,a,8.27,o,8.02,i,7.07,n,7.0,h,6.08,s,6.03,r,5.43,d,4.23,11.86,9.22,8.02,8.27,7.0,7.07,5.43,6.03,6.08,4.06,4.23,2.2,3.1,2.03,2.59,1.65,2.04,2.49,1.4,2.32,,,,,,English
Fyodor Dostoyevsky,e,12.14,t,9.16,a,8.19,o,7.94,i,7.04,n,6.82,h,6.36,s,6.03,r,5.4,d,4.32,12.14,9.16,7.94,8.19,6.82,7.04,5.4,6.03,6.36,4.12,4.32,2.25,3.08,2.15,2.64,1.64,1.98,2.48,1.41,2.25,,,,,,English
G. E. Farrow,e,11.88,t,9.22,a,7.93,o,7.88,i,7.01,n,6.34,s,6.04,r,6.0,h,5.65,l,4.46,11.88,9.22,7.88,7.93,6.34,7.01,6.0,6.04,5.65,4.46,4.35,2.55,3.17,1.98,2.35,1.93,2.27,2.36,1.61,2.45,,,,,,English
G. K. Chesterton,e,12.15,t,9.54,a,8.31,o,7.39,i,7.33,n,6.87,s,6.39,h,6.06,r,5.66,l,4.35,12.15,9.54,7.39,8.31,6.87,7.33,5.66,6.39,6.06,4.35,3.92,2.64,2.79,2.23,2.51,1.76,2.01,2.07,1.56,2.21,,,,,,English
G.K. Chesterton,e,12.19,t,9.59,a,8.19,o,7.58,i,7.2,n,7.0,s,6.53,r,5.91,h,5.82,l,4.4,12.19,9.59,7.58,8.19,7.0,7.2,5.91,6.53,5.82,4.4,3.78,2.71,2.73,2.3,2.5,1.76,2.04,1.91,1.61,2.02,,,,,,English
GANPAT,e,12.51,t,9.06,a,8.12,o,7.66,n,6.78,i,6.5,h,6.39,s,6.11,r,5.82,d,4.48,12.51,9.06,7.66,8.12,6.78,6.5,5.82,6.11,6.39,4.14,4.48,2.14,2.89,2.29,2.44,1.66,2.22,2.12,1.37,2.77,,,,,,English
Gaston Leroux,e,12.8,t,9.28,a,7.97,o,7.69,h,6.91,i,6.86,n,6.6,r,6.04,s,6.03,d,4.45,12.8,9.28,7.69,7.97,6.6,6.86,6.04,6.03,6.91,3.72,4.45,2.45,2.8,2.03,2.62,1.67,2.1,1.95,1.36,2.34,,,,,,English
Geo. W. Donohue,e,12.36,t,10.57,o,8.11,i,7.97,a,7.65,n,7.43,s,6.22,r,5.78,h,5.24,l,3.79,12.36,10.57,8.11,7.65,7.43,7.97,5.78,6.22,5.24,3.79,3.44,3.32,2.64,2.47,2.08,2.12,1.55,1.78,1.62,1.71,,,,,,English
Geoffrey Chaucer,e,13.15,t,9.23,a,7.93,o,7.59,h,7.26,n,6.65,s,6.43,i,6.3,r,5.85,l,4.35,13.15,9.23,7.59,7.93,6.65,6.3,5.85,6.43,7.26,4.35,4.14,2.08,2.73,2.41,2.3,1.39,1.87,2.29,1.42,2.53,,,,,,English
George Ade,e,12.72,t,9.14,a,8.3,o,7.51,n,6.83,i,6.38,h,6.34,r,5.86,s,5.47,d,4.48,12.72,9.14,7.51,8.3,6.83,6.38,5.86,5.47,6.34,4.18,4.48,2.77,2.9,2.25,2.35,2.02,2.31,1.67,1.7,2.38,,,,,,English
George Bernard Shaw,e,11.59,t,8.97,o,8.17,a,7.88,i,7.23,n,7.04,s,6.28,r,6.08,h,5.61,l,4.21,11.59,8.97,8.17,7.88,7.04,7.23,6.08,6.28,5.61,4.21,3.56,2.55,3.24,2.11,2.71,1.8,2.22,2.58,1.47,2.06,,,,,,English
George Eliot,e,12.0,t,8.95,a,8.03,o,7.72,i,7.09,n,6.91,h,6.39,s,6.32,r,5.65,d,4.29,12.0,8.95,7.72,8.03,6.91,7.09,5.65,6.32,6.39,4.11,4.29,2.34,2.95,2.2,2.71,1.62,2.31,2.08,1.63,2.45,,,,,,English
George Eliot [pseudonym of Mary Anne Evans],e,12.23,t,9.26,a,8.16,o,7.82,n,6.98,h,6.92,i,6.51,s,6.37,r,5.68,d,4.32,12.23,9.26,7.82,8.16,6.98,6.51,5.68,6.37,6.92,3.94,4.32,2.02,2.83,2.14,2.56,1.46,2.23,2.15,1.61,2.55,,,,,,English
George Forbes,e,13.12,t,8.99,a,7.95,o,7.73,n,6.71,i,6.47,h,6.39,s,6.08,r,5.89,d,4.53,13.12,8.99,7.73,7.95,6.71,6.47,5.89,6.08,6.39,3.37,4.53,2.69,2.85,2.39,2.67,1.91,1.96,1.58,1.68,2.73,,,,,,English
"George H. Lowery, Jr",e,12.7,t,8.31,o,7.94,a,7.83,i,7.54,n,7.35,r,7.1,s,6.38,l,4.17,h,3.75,12.7,8.31,7.94,7.83,7.35,7.54,7.1,6.38,3.75,4.17,3.42,3.7,2.99,2.25,2.5,2.23,1.63,1.82,2.13,1.72,,,,,,English
George Haven Putnam,e,12.49,t,10.08,o,7.98,a,7.64,n,7.5,i,7.11,r,6.28,s,6.24,h,5.75,d,3.74,12.49,10.08,7.98,7.64,7.5,7.11,6.28,6.24,5.75,3.67,3.74,3.03,2.58,2.66,2.27,1.98,1.79,1.69,1.47,2.0,,,,,,English
George Henry Joseph Adlam,e,11.54,t,9.15,a,8.16,i,8.16,o,7.54,s,6.89,n,6.38,r,6.35,h,4.64,l,4.25,11.54,9.15,7.54,8.16,6.38,8.16,6.35,6.89,4.64,4.25,3.97,4.12,2.98,2.29,2.51,2.25,1.71,1.63,1.65,1.62,,,,,,English
George Lyman Kittredge,e,13.15,t,8.93,i,7.49,a,7.39,s,7.28,o,7.25,n,6.88,r,6.0,h,5.19,l,3.74,13.15,8.93,7.25,7.39,6.88,7.49,6.0,7.28,5.19,3.74,3.73,3.51,2.9,2.38,2.41,2.24,1.54,1.5,1.71,1.87,,,,,,English
George MacDonald,e,12.64,t,9.32,o,7.91,a,7.6,h,6.84,n,6.77,i,6.72,s,5.98,r,5.78,d,4.48,12.64,9.32,7.91,7.6,6.77,6.72,5.78,5.98,6.84,4.07,4.48,2.31,2.86,2.35,2.48,1.54,2.2,1.95,1.5,2.58,,,,,,English
George Manville Fenn,e,11.96,t,9.07,a,8.26,o,8.0,n,6.97,i,6.46,h,6.39,s,6.14,r,5.08,d,4.97,11.96,9.07,8.0,8.26,6.97,6.46,5.08,6.14,6.39,4.02,4.97,2.09,2.93,2.07,2.75,1.58,2.38,2.25,1.5,2.64,,,,,,English
George O. Smith,e,12.77,t,9.4,a,8.01,o,7.56,i,6.95,n,6.91,r,6.11,s,5.7,h,5.56,l,4.29,12.77,9.4,7.56,8.01,6.91,6.95,6.11,5.7,5.56,4.29,4.23,2.88,2.86,2.11,2.5,1.84,2.11,1.88,1.63,2.25,,,,,,English
George T. Ulmer,e,12.37,t,9.46,o,8.04,a,7.75,i,6.91,n,6.55,r,6.16,h,5.48,s,5.42,d,4.98,12.37,9.46,8.04,7.75,6.55,6.91,6.16,5.42,5.48,3.93,4.98,2.46,2.9,2.43,2.69,1.77,2.27,2.0,1.64,2.55,,,,,,English
George Tobias Flom,e,12.72,n,8.54,a,8.19,t,8.1,o,7.61,r,6.87,i,6.87,s,6.29,h,5.02,l,4.42,12.72,8.1,7.61,8.19,8.54,6.87,6.87,6.29,5.02,4.42,3.9,2.32,2.19,2.31,2.75,1.33,2.23,1.53,1.38,2.04,,,,,,English
George W. Clark,e,12.36,t,8.35,o,8.03,a,7.52,r,7.23,n,6.51,s,6.35,h,6.22,i,6.18,l,4.92,12.36,8.35,8.03,7.52,6.51,6.18,7.23,6.35,6.22,4.92,3.88,2.21,2.68,2.41,2.7,1.6,2.33,2.2,1.79,2.31,,,,,,English
Georgie Sheldon,e,12.8,t,8.55,a,8.02,o,7.54,i,6.76,n,6.75,h,6.54,r,6.05,s,5.91,d,4.75,12.8,8.55,7.54,8.02,6.75,6.76,6.05,5.91,6.54,4.37,4.75,2.15,2.99,2.23,2.55,1.64,1.99,2.34,1.44,2.4,,,,,,English
Gertrude Chandler Warner,e,12.97,t,9.11,a,7.34,o,7.29,n,6.68,h,6.45,i,6.32,r,6.04,s,6.01,d,4.8,12.97,9.11,7.29,7.34,6.68,6.32,6.04,6.01,6.45,4.49,4.8,2.53,2.78,1.94,2.05,1.62,2.19,2.51,1.66,2.61,,,,,,English
Gertrude Stein,e,12.59,t,9.59,a,9.05,n,8.25,i,7.93,s,7.31,o,6.72,r,5.82,h,4.87,l,4.07,12.59,9.59,6.72,9.05,8.25,7.93,5.82,7.31,4.87,4.07,3.68,3.32,2.39,1.36,2.02,1.83,2.34,1.67,1.38,1.85,,,,,,English
Gilbert C. Kniffin,e,12.57,t,9.59,o,7.97,n,7.26,r,7.22,a,7.22,i,7.03,s,5.49,h,4.9,d,4.16,12.57,9.59,7.97,7.22,7.26,7.03,7.22,5.49,4.9,3.69,4.16,3.12,2.55,2.83,2.2,2.12,2.42,1.76,1.59,1.86,,,,,,English
Giovanni Boccaccio,e,12.93,t,9.29,a,7.93,o,7.89,h,7.81,n,6.79,i,6.6,s,5.69,r,5.63,d,4.43,12.93,9.29,7.89,7.93,6.79,6.6,5.63,5.69,7.81,3.77,4.43,2.23,2.57,2.4,2.69,1.3,2.13,1.84,1.47,2.5,,,,,,English
Gordon Randall Garrett,e,13.05,t,9.89,a,7.71,o,7.59,n,6.97,i,6.55,r,6.33,h,5.99,s,5.5,d,4.29,13.05,9.89,7.59,7.71,6.97,6.55,6.33,5.5,5.99,3.81,4.29,2.85,2.61,2.29,2.74,1.86,2.15,1.78,1.55,2.22,,,,,,English
Gottfried Achenwall,e,12.26,t,9.36,o,7.87,a,7.66,n,7.54,i,7.29,r,7.02,s,6.28,h,4.84,l,4.11,12.26,9.36,7.87,7.66,7.54,7.29,7.02,6.28,4.84,4.11,3.53,3.29,2.63,2.3,2.22,2.32,2.18,1.86,1.58,1.62,,,,,,English
Grace Clarke Newton,e,11.79,t,9.77,o,8.56,r,7.35,i,7.12,n,6.8,a,6.77,s,5.33,h,4.19,c,3.57,11.79,9.77,8.56,6.77,6.8,7.12,7.35,5.33,4.19,3.33,3.47,3.57,3.35,2.59,2.26,2.69,2.51,2.14,1.79,1.94,,,,,,English
Grace May North,e,13.14,t,8.9,a,8.12,o,7.3,n,6.34,i,6.28,h,6.25,r,6.18,s,5.81,d,5.16,13.14,8.9,7.3,8.12,6.34,6.28,6.18,5.81,6.25,4.59,5.16,2.14,2.85,1.64,2.33,1.68,2.43,2.27,1.6,2.53,,,,,,English
Grady Ward,e,11.99,t,9.98,o,8.69,r,7.51,i,7.25,n,6.64,a,6.61,s,5.22,c,3.9,d,3.5,11.99,9.98,8.69,6.61,6.64,7.25,7.51,5.22,3.42,3.29,3.5,3.9,3.34,2.45,2.34,2.72,2.7,2.17,1.86,1.87,,,,,,English
Graph Waldeyer,e,11.91,t,9.6,o,8.11,a,7.33,i,7.3,r,6.51,n,6.49,s,5.74,h,5.08,d,4.04,11.91,9.6,8.11,7.33,6.49,7.3,6.51,5.74,5.08,3.97,4.04,2.86,3.2,2.41,2.28,2.73,2.46,1.91,1.7,2.06,,,,,,English
Guido Bruno,e,12.34,t,8.76,o,8.43,a,7.83,i,6.86,n,6.82,s,6.73,r,6.43,h,5.37,l,4.09,12.34,8.76,8.43,7.83,6.82,6.86,6.43,6.73,5.37,4.09,3.75,2.7,2.76,2.21,2.55,2.02,1.94,2.02,1.75,1.95,,,,,,English
Gustave Flaubert,e,13.22,t,9.0,a,7.71,o,7.63,h,7.14,s,6.6,n,6.56,i,6.44,r,5.95,d,4.35,13.22,9.0,7.63,7.71,6.56,6.44,5.95,6.6,7.14,4.09,4.35,2.35,2.7,2.24,2.48,1.69,2.16,1.55,1.48,2.32,,,,,,English
Guy de Maupassant,e,12.95,t,8.95,a,8.0,o,7.52,n,6.84,i,6.84,h,6.82,s,6.21,r,5.66,d,4.67,12.95,8.95,7.52,8.0,6.84,6.84,5.66,6.21,6.82,4.02,4.67,2.28,2.75,2.13,2.65,1.56,2.12,1.87,1.38,2.53,,,,,,English
H. A. Guerber,e,12.74,t,8.7,a,7.64,o,7.19,h,6.99,n,6.83,i,6.65,r,6.58,s,6.46,d,5.03,12.74,8.7,7.19,7.64,6.83,6.65,6.58,6.46,6.99,4.11,5.03,2.18,2.56,2.54,2.2,1.59,2.49,1.5,1.43,2.37,,,,,,English
H. B. Walters,e,12.28,t,8.54,i,8.11,a,8.01,o,7.94,n,7.12,s,6.73,r,6.48,h,4.65,l,3.86,12.28,8.54,7.94,8.01,7.12,8.11,6.48,6.73,4.65,3.86,3.07,3.15,2.48,3.07,2.49,2.45,1.59,1.4,1.79,1.27,,,,,,English
H. Claiborne Dixon,e,12.51,t,9.17,a,7.56,o,7.42,n,7.13,i,6.92,r,6.64,s,6.51,h,5.82,d,4.1,12.51,9.17,7.42,7.56,7.13,6.92,6.64,6.51,5.82,4.0,4.1,3.05,2.78,2.72,2.18,1.62,1.8,1.94,2.19,1.83,,,,,,English
H. G. Wells,e,12.43,t,9.33,a,8.41,n,7.16,o,7.15,i,7.1,s,6.25,h,5.86,r,5.81,d,4.6,12.43,9.33,7.15,8.41,7.16,7.1,5.81,6.25,5.86,3.95,4.6,2.54,2.72,2.3,2.61,1.89,2.2,1.81,1.5,2.15,,,,,,English
H. H. Kane,e,12.46,t,9.05,a,7.95,o,7.57,i,7.39,n,7.2,s,6.69,r,6.04,h,5.07,d,3.96,12.46,9.05,7.57,7.95,7.2,7.39,6.04,6.69,5.07,3.83,3.96,3.21,2.9,2.7,2.74,2.26,1.83,1.85,1.56,1.54,,,,,,English
H. P. Lovecraft,e,12.43,t,9.19,a,7.93,o,7.52,n,7.07,i,6.61,s,6.21,r,6.18,h,5.47,d,4.42,12.43,9.19,7.52,7.93,7.07,6.61,6.18,6.21,5.47,4.21,4.42,3.01,2.99,2.32,2.39,1.97,2.28,1.74,1.58,2.19,,,,,,English
H. R. Chamberlain,e,12.83,t,9.68,a,7.76,o,7.68,n,7.1,i,6.84,s,6.23,r,6.04,h,5.72,d,4.11,12.83,9.68,7.68,7.76,7.1,6.84,6.04,6.23,5.72,3.74,4.11,2.85,2.82,2.49,2.5,1.94,1.89,1.86,1.6,2.13,,,,,,English
H. Rider Haggard,e,12.29,t,9.28,a,8.2,o,7.87,n,6.72,i,6.61,h,6.29,s,6.17,r,5.7,d,4.54,12.29,9.28,7.87,8.2,6.72,6.61,5.7,6.17,6.29,3.99,4.54,2.17,2.99,2.43,2.36,1.6,2.33,1.83,1.45,2.78,,,,,,English
H. W. G. Hyrst,e,12.62,t,9.21,a,8.21,o,7.5,n,7.1,h,6.52,i,6.51,s,6.09,r,6.08,d,4.47,12.62,9.21,7.5,8.21,7.1,6.51,6.08,6.09,6.52,3.83,4.47,2.47,2.67,2.39,2.36,1.68,2.23,1.79,1.57,2.45,,,,,,English
Hallam Hawksworth,e,12.3,t,9.95,o,7.94,a,7.65,s,7.02,i,6.54,n,6.49,h,6.41,r,6.12,l,4.23,12.3,9.95,7.94,7.65,6.49,6.54,6.12,7.02,6.41,4.23,3.57,2.16,2.82,2.4,2.3,1.69,2.17,2.01,1.72,2.25,,,,,,English
Hans Christian Andersen,e,13.24,t,9.41,a,7.92,o,7.43,h,7.4,n,6.56,s,6.15,i,6.09,r,5.72,d,4.78,13.24,9.41,7.43,7.92,6.56,6.09,5.72,6.15,7.4,4.41,4.78,2.08,2.62,2.07,2.2,1.54,2.1,1.84,1.54,2.77,,,,,,English
Harold Speed,e,12.12,t,10.07,i,8.02,a,7.64,o,7.44,n,7.12,s,6.66,r,5.88,h,5.42,l,4.01,12.12,10.07,7.44,7.64,7.12,8.02,5.88,6.66,5.42,4.01,3.41,2.96,2.88,2.73,2.19,2.09,2.11,1.75,1.48,1.72,,,,,,English
Harriet Beecher Stowe,e,12.11,t,8.68,a,8.28,o,7.81,n,6.86,i,6.79,s,6.59,h,6.24,r,5.74,d,4.64,12.11,8.68,7.81,8.28,6.86,6.79,5.74,6.59,6.24,4.3,4.64,2.25,2.79,2.06,2.65,1.59,2.22,2.26,1.44,2.38,,,,,,English
Harriet Jacobs (AKA Linda Brent),e,12.93,t,8.88,o,7.79,a,7.67,i,6.56,n,6.45,h,6.37,r,6.18,s,6.02,d,4.95,12.93,8.88,7.79,7.67,6.45,6.56,6.18,6.02,6.37,3.98,4.95,2.27,2.74,2.27,3.05,1.61,1.85,2.21,1.51,2.52,,,,,,English
Harriet Myrtle,e,12.44,t,9.97,a,7.96,o,7.5,n,6.82,i,6.49,r,6.39,s,5.49,h,5.31,d,4.69,12.44,9.97,7.5,7.96,6.82,6.49,6.39,5.49,5.31,3.99,4.69,2.63,2.89,2.07,2.16,2.15,2.5,2.08,1.63,2.44,,,,,,English
Harry Collingwood,e,12.76,t,9.51,a,7.94,o,7.58,n,6.78,i,6.49,h,6.44,r,6.01,s,5.94,d,4.38,12.76,9.51,7.58,7.94,6.78,6.49,6.01,5.94,6.44,3.87,4.38,2.5,2.86,2.4,2.29,1.85,2.18,1.98,1.49,2.39,,,,,,English
Harry Steele Morrison,e,13.21,t,9.31,a,8.01,o,7.71,n,7.04,h,6.84,i,6.5,r,5.95,s,5.47,d,4.39,13.21,9.31,7.71,8.01,7.04,6.5,5.95,5.47,6.84,3.67,4.39,2.51,2.69,2.21,2.4,1.6,2.11,1.92,1.54,2.63,,,,,,English
Heinrich Hoffman,e,11.92,t,9.38,o,8.17,a,7.48,r,6.79,n,6.67,i,6.59,s,5.75,h,5.02,d,3.97,11.92,9.38,8.17,7.48,6.67,6.59,6.79,5.75,5.02,3.71,3.97,3.25,3.15,2.15,2.36,2.52,2.44,2.3,1.72,2.11,,,,,,English
Helen Bannerman,e,11.87,t,9.98,o,8.11,a,7.6,i,6.6,n,6.41,r,6.33,s,5.13,h,4.68,l,4.3,11.87,9.98,8.11,7.6,6.41,6.6,6.33,5.13,4.68,4.3,3.88,3.28,3.21,2.11,2.56,2.06,3.05,2.12,2.21,1.97,,,,,,English
Helen Keller,e,13.09,t,9.05,a,7.71,i,7.07,o,7.04,n,6.82,s,6.58,h,6.15,r,5.9,l,4.45,13.09,9.05,7.04,7.71,6.82,7.07,5.9,6.58,6.15,4.45,4.32,2.3,2.73,2.17,2.74,1.67,1.99,2.02,1.46,2.3,,,,,,English
Helena Petrovna Blavatsky,e,12.82,t,9.71,a,7.71,i,7.68,o,7.33,n,7.14,s,6.97,h,6.07,r,6.0,l,3.83,12.82,9.71,7.33,7.71,7.14,7.68,6.0,6.97,6.07,3.83,3.46,3.22,2.42,2.43,2.51,1.91,1.63,1.64,1.45,1.56,,,,,,English
